element_type,osmid,amenity,diet:vegan,diet:vegetarian,name,opening_hours,organic,website,wheelchair,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,phone,cuisine,source,source:date,old_name,toilets:wheelchair,brand,brand:wikidata,brand:wikipedia,email,delivery,description,smoking,takeaway,shop,survey:date,url,addr:housename,outdoor_seating,branch,facebook,image,mapillary,capacity,note,contact:phone,operator,payment:bitcoin,phone_1,bar,diet:mediterranean,diet:non-vegetarian,diet:omnivore,opening_hours:covid19,reservation,contact:email,contact:website,name:en,name:nl,ref:bag,alt_name,level,name:yue,name:zh,internet_access,diet:meat,name:es,short_name,craft,wikidata,wikipedia,check_date:opening_hours,vegan,payment:cash,payment:cryptocurrencies,payment:maestro,payment:visa_electron,delivery:covid19,microbrewery,toilets,fax,nodes,building,start_date,layer,note:BAG,fixme,indoor
node,2722494475,restaurant,,,Ramsis,Mo-Su 11:00-05:00,,http://www.restaurant-ramsis.nl/,,POINT (4.3085645 52.0762592),'s-Gravenhage,,30,2511AX,Schoolstraat,+31 70 364 6775,arab,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722494541,restaurant,,,'t hof van eten,,,www.hethofvaneten.nl,,POINT (4.3070645 52.0792001),'s-Gravenhage,,30D,2513BB,Oude Molstraat,,regional,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722494546,restaurant,,,Ngon,,,,,POINT (4.3084874 52.0775977),'s-Gravenhage,,31,2513AL,Dagelijkse Groenmarkt,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722494827,restaurant,,,Zheng,,,,,POINT (4.3060842 52.0787602),'s-Gravenhage,,33,2513CA,Prinsestraat,,,BAG,2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722495039,restaurant,,,Oni,,,,,POINT (4.3060133 52.0787955),'s-Gravenhage,,35,2513CA,Prinsestraat,,japanese,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722495140,restaurant,,,La Lanterna,,,,,POINT (4.3080362 52.0773506),'s-Gravenhage,,36,2513AL,Dagelijkse Groenmarkt,,italian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722495637,restaurant,,,Anne & Max,"Mo-We 08:00-18:00, Th-Sa 08:00-19:00, Su 09:00-19:00",,https://annemax.nl/vestigingen/den-haag-kerkplein/,,POINT (4.3070559 52.0778887),'s-Gravenhage,,4,2513AZ,Kerkplein,+31 70 2176080,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722495703,restaurant,,,Set,,,,,POINT (4.3079752 52.0768317),'s-Gravenhage,,4,2511AX,Schoolstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722495768,restaurant,,,Meram Street Food,,,,,POINT (4.3089579 52.0761178),'s-Gravenhage,,40,2511BB,Vlamingstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722496022,restaurant,,,Floc,,,,,POINT (4.3056653 52.0787892),'s-Gravenhage,,42A,2513CE,Prinsestraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722496312,restaurant,,,Gauchos,,,,,POINT (4.3065226 52.0797428),'s-Gravenhage,,46,2513BB,Oude Molstraat,,argentinian;steak_house,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722496580,restaurant,,,Brasserie 't Ogenblik,,,https://www.t-ogenblik.nl/,,POINT (4.3074634 52.0801862),'s-Gravenhage,,4C,2513BK,Molenstraat,+ 31 070 3656454,sandwich;coffee_shop;french;salad;high_tea,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722496643,restaurant,,,Stan & Co,,,,yes,POINT (4.3103363 52.0783534),'s-Gravenhage,,5,2513AG,Buitenhof,,,survey,2014-02-11,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722496724,restaurant,,,Deluca,,,http://www.de-luca.nl,,POINT (4.3102723 52.0782298),'s-Gravenhage,,5,2511AB,Passage,,coffee_shop;italian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722496806,restaurant,,,Vapiano,,,,,POINT (4.3096325 52.0788088),'s-Gravenhage,,51,2513AH,Buitenhof,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722496852,restaurant,,,Bistro Pomona,,,,,POINT (4.3053242 52.0794445),'s-Gravenhage,,52,2513BL,Molenstraat,,international;coffee_shop,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722496992,restaurant,,,A Ora Pizza,,,,,POINT (4.3042404 52.0832709),'s-Gravenhage,,5A,2514GT,Maziestraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722497014,restaurant,,,Van de Leur,,,,,POINT (4.3071321 52.0782654),'s-Gravenhage,,5A,2513CA,Prinsestraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722497222,restaurant,,,El Basha,,,,,POINT (4.308107 52.075923),'s-Gravenhage,,6,2512GM,Laan,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722497481,restaurant,,,Dayang,,,,,POINT (4.304727 52.0795315),'s-Gravenhage,,65,2513CB,Prinsestraat,,indonesian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722497516,restaurant,,,Restaurant Mogogo,Tu-Sa 17:00-23:00,,http://www.mogogo.nl/,,POINT (4.3051897 52.0790613),'s-Gravenhage,,66,2513CE,Prinsestraat,+31703628111,eritrean,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722498211,restaurant,,,Kaniway,,,http://kaniway.nl/,,POINT (4.3097518 52.0761873),'s-Gravenhage,,7,2512BX,Raamstraat,,chinese,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722498561,restaurant,,,Noh,,,,,POINT (4.3045073 52.07971),'s-Gravenhage,,77,2513CC,Prinsestraat,,japanese,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722498688,restaurant,,,Bakplaats,,,,,POINT (4.308634 52.0757087),'s-Gravenhage,,8,2511BG,Grote Markt,,pizza,BAG,2014-02-11,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722499125,restaurant,,,Triana,,,,,POINT (4.3042588 52.0831939),'s-Gravenhage,,8C,2514GT,Maziestraat,,spanish,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722499205,restaurant,,,Trio,,,https://www.trioeethuis.nl/,,POINT (4.3083293 52.0786427),'s-Gravenhage,,9,2513AT,Annastraat,,indonesian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722499241,restaurant,,,Shibuya,,,http://www.denhaagshibuya.nl,,POINT (4.3104515 52.0777067),'s-Gravenhage,,9,2511AL,Kettingstraat,,japanese;grill,BAG;local_knowledge,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722499598,restaurant,,,Maharani,Mo-Su 17:30-22:30,,https://www.restaurantmaharani.nl/en/home/,,POINT (4.3055545 52.0825976),'s-Gravenhage,,93,2514GD,Noordeinde,+31 70 365 8874,indian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722499634,restaurant,,,Baladi,,,,,POINT (4.3039354 52.0788304),'s-Gravenhage,,95,2513BP,Torenstraat,,lebanese,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722499672,restaurant,,,La Liguria,,,,,POINT (4.3054857 52.0826691),'s-Gravenhage,,97,2514GD,Noordeinde,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722499706,restaurant,,,By J&M,,,,,POINT (4.3042365 52.0799571),'s-Gravenhage,,99,2513CC,Prinsestraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2722499739,restaurant,yes,yes,Made In Sud,,,,,POINT (4.3072018 52.0801677),'s-Gravenhage,,9A,2513BH,Molenstraat,,italian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2723982175,restaurant,,,Mercat,,,,,POINT (4.3135928 52.0848188),'s-Gravenhage,,1,2514BH,Hooikade,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2723982184,restaurant,,,Fratelli,,,https://www.fratelli.nl/den-haag/,,POINT (4.3133224 52.0815408),'s-Gravenhage,,1,2511CX,Tournooiveld,,italian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2723982233,restaurant,,,Tapisco,"Su-Th 11:00-24:00, Fr-Sa 10:00-01:30",,https://www.restauranttapisco.nl/,,POINT (4.3094198 52.0809272),'s-Gravenhage,,11,2514EM,Kneuterdijk,+31 (0)70 2045006,spanish;portuguese;tapas,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2723982265,restaurant,,,San Telmo,,,http://www.santelmo.nl,,POINT (4.3129764 52.0841238),'s-Gravenhage,,116A;116,2514CW,Kazernestraat,,argentinan,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2723982309,restaurant,,,Ruiseñor,,,,,POINT (4.3119639 52.0855898),'s-Gravenhage,,120,2514CL,Denneweg,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2723982414,restaurant,,,Cafe Elio,,,,,POINT (4.3116602 52.0859917),'s-Gravenhage,,134,2514CL,Denneweg,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2723983082,restaurant,yes,yes,Mammamia Pizza,,only,https://www.mammamiadenhaag.nl/mammamia-pizza-den-haag-home/,,POINT (4.3123701 52.0853647),'s-Gravenhage,,27,2514CC,Denneweg,,pizza,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2723983954,restaurant,,,Vino e Cucina,,,,,POINT (4.3085808 52.082711),'s-Gravenhage,,37,2514JD,Parkstraat,,italian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2723985022,restaurant,,,Wox,,,,,POINT (4.3134173 52.0819976),'s-Gravenhage,,51,2514EC,Lange Voorhout,,fish,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2723985082,restaurant,yes,only,Krishna Vilas,,,https://krishnavilas.com/,,POINT (4.3121244 52.0864025),'s-Gravenhage,,56,2514BK,Hooikade,,indian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,070 887 7990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2723985465,restaurant,yes,yes,De Wankele Tafel,,,,,POINT (4.3111466 52.0861976),'s-Gravenhage,,79,2514HH,Mauritskade,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2723985524,restaurant,,,Jagertje,,,,,POINT (4.3139606 52.0841547),'s-Gravenhage,,8,2514BZ,Jagerstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2723985776,restaurant,,,Cottontree City,Sa 00:00-24:00; Mo-Fr 12:00-23:00,,http://www.cottontree.nl,,POINT (4.3147375 52.0828058),'s-Gravenhage,,96,2514EJ,Lange Voorhout,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2724267809,restaurant,,,Medi,,,,,POINT (4.3057076 52.077566),'s-Gravenhage,,82,2513BT,Torenstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2725739041,restaurant,,,Tanchi Viv,,,,,POINT (4.3268017 52.0738078),'s-Gravenhage,,14,2515VK,Spaarneplein,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2725741902,restaurant,,,Sequenza,,,,,POINT (4.3191507 52.0756211),'s-Gravenhage,,224,2511BX,Spui,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2725743738,restaurant,,,Azucar Restaurant,,,https://www.azucar-restaurant.nl/,yes,POINT (4.3225272 52.0741821),'s-Gravenhage,,29,2515SG,Pletterijkade,+31703479983,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azucar,Azucar,,,,,,,,Azucar,,,,,,,,,,,,,,,,,,,,,
node,2725745008,restaurant,,,Don Suerte,,,,,POINT (4.3235213 52.0736223),'s-Gravenhage,,49B,2515SH,Pletterijkade,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2725753257,restaurant,,,Irawaddy,,,http://www.irawaddy.nl/,,POINT (4.3187296 52.0758042),'s-Gravenhage,,202,2511BX,Spui,,thai,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2725887442,restaurant,,,Restaurant La Rana,,,,,POINT (4.3191546 52.073672),'s-Gravenhage,,44,2515BN,Stationsweg,,spanish,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2725941929,restaurant,,,Nieuw Peking,,,http://nieuwpekingdenhaag.nl,,POINT (4.320567 52.0699089),'s-Gravenhage,,4B,2515BT,Stationsplein,,chinese,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2725941944,restaurant,,,Phad Thai,Mo-Fr 11:00-22:30; Sa 12:00-22:30,,http://www.phadthai.nl,,POINT (4.3204388 52.0698531),'s-Gravenhage,,5,2515BT,Stationsplein,,thai,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2725942691,restaurant,,,Chicko’s,,,,,POINT (4.3190008 52.0729526),'s-Gravenhage,,71,2515BJ,Stationsweg,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2726058972,restaurant,,,Armada,,,,,POINT (4.3012125 52.0681491),'s-Gravenhage,,188,2526JT,Hobbemastraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2726077758,restaurant,,,Al Diyafah,,,,,POINT (4.3110918 52.0671187),'s-Gravenhage,,796,2526CT,Hoefkade,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2726078062,restaurant,,,Meydan,,,,,POINT (4.2981395 52.0668307),'s-Gravenhage,,83,2526JD,Hobbemaplein,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2726078831,restaurant,,,Akdeniz,,,,,POINT (4.29942 52.0666624),'s-Gravenhage,,93,2525BW,Snijdersstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2726079229,restaurant,,,Lalezar,,,,,POINT (4.2986308 52.0671892),'s-Gravenhage,,97,2526JD,Hobbemaplein,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2727316442,restaurant,,,Saray,,,,,POINT (4.2936113 52.0631198),'s-Gravenhage,,196,2572VD,Schalk Burgerstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2727320187,restaurant,,,Yemek Dunyasi,,,,,POINT (4.2983667 52.0647195),'s-Gravenhage,,346,2571PL,Herman Costerstraat,,turkish,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2727886132,restaurant,,,Soeboer,,,,,POINT (4.3055517 52.0730435),'s-Gravenhage,,29,2512EP,Brouwersgracht,,indonesian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2729414990,restaurant,,,Hanedan,,,,,POINT (4.2886936 52.0690305),'s-Gravenhage,,147,2571HD,Paul Krugerlaan,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2729421424,restaurant,,,Bab Mansour,,,,,POINT (4.2935173 52.0683706),'s-Gravenhage,,274,2571HS,Paul Krugerlaan,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2729423835,restaurant,,,Tadim Restaurant,,,,,POINT (4.293768 52.0679364),'s-Gravenhage,,40,2572TZ,Schalk Burgerstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2729425766,restaurant,,,Ates,,,,,POINT (4.2901582 52.0671506),'s-Gravenhage,,64,2572BH,Beijersstraat,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2729490430,restaurant,,,S'et,,,,,POINT (4.2835224 52.0660679),'s-Gravenhage,,184,2573KN,Dierenselaan,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2729492097,restaurant,,,Tian Tian,,,,,POINT (4.2804557 52.0660779),'s-Gravenhage,,221,2573LJ,Apeldoornselaan,,chinese,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2729493034,restaurant,,,La Rey,,,,,POINT (4.2868425 52.0668626),'s-Gravenhage,,247,2571EG,De la Reyweg,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2729604802,restaurant,,,Taste of India,,,,,POINT (4.277494 52.0670362),'s-Gravenhage,,131,2574HD,Zuiderparklaan,,indian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2729788838,restaurant,,,Bogor,,,,no,POINT (4.2903125 52.0786379),'s-Gravenhage,NL,15,,Chasséstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2729889321,restaurant,,,La Tavola,,,,,POINT (4.2791811 52.0861688),'s-Gravenhage,,81,2517HP,Valeriusstraat,,italian,BAG;survey,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2730088325,restaurant,,,Room,,,https://www.roomdenhaag.com/,,POINT (4.3000911 52.0846803),'s-Gravenhage,,16,2518BK,Anna Paulownaplein,,international,BAG,2014-02-11,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2730089848,restaurant,,,Pearl,,,http://www.restaurantpearl.com/nl/over-restaurant-pearl.html,yes,POINT (4.3041646 52.0840985),'s-Gravenhage,,19,2518AA,Zeestraat,,french,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2730093604,restaurant,,,RestoBar Bayonne,,,,,POINT (4.2993834 52.0847555),'s-Gravenhage,,3,2518BK,Anna Paulownaplein,,,BAG,2014-02-11,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2730095735,restaurant,,,Publique,,,,,POINT (4.2992511 52.0846148),'s-Gravenhage,,4,2518BK,Anna Paulownaplein,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2730095974,restaurant,,,Wicked Wines,,,https://www.wickedwines.nl/,,POINT (4.2993626 52.0843918),'s-Gravenhage,,42,2518AK,Bazarstraat,,international,BAG,2014-02-11,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2730097527,restaurant,,,Ich Bin Ein Hamburger,Tu-Su 12:00-22:00,,,,POINT (4.2931803 52.0819119),'s-Gravenhage,,53,2518HJ,Prins Hendrikstraat,,burger;french,BAG;local_knowledge,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,
node,2730097901,restaurant,,,Hendriks,Tu-Su 16:00-01:30,,https://restauranthendriks.nl/,,POINT (4.2930899 52.0818736),'s-Gravenhage,,55A,2518HK,Prins Hendrikstraat,0702211752,,BAG;survey,2014-02-11,,,,,,info@restauranthendriks.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2730098008,restaurant,,,Sphinx II,,,,,POINT (4.3030061 52.0847401),'s-Gravenhage,,56C,2518AB,Zeestraat,,steak_house,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steakhouse Sphinx II,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2730098287,restaurant,,,Tanta Roba,,,,,POINT (4.3029133 52.0848264),'s-Gravenhage,,58C;58A,2518AB,Zeestraat,,italian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italian Restaurant Tanta Roba,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2730103849,restaurant,,,De Bistrooh,,,https://www.debistrooh.nl/,,POINT (4.3030212 52.080455),'s-Gravenhage,,8,2513CJ,Toussaintkade,+31 70 7809913,french,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2730105421,restaurant,,,Mr. Smith,,,https://www.mistersmith.nl/,,POINT (4.2999797 52.0844874),'s-Gravenhage,,9,2518BK,Anna Paulownaplein,,,BAG,2014-02-11,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2730106316,restaurant,,,Le Breton,,,http://brasserielebreton.nl,,POINT (4.2975186 52.081484),'s-Gravenhage,,99,2518CE,Piet Heinstraat,,french,BAG,2014-02-11,,,,,,,yes,,outside,yes,,,,,yes,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2730213995,restaurant,,,SeleraKu,,,http://www.seleraku.eu/,,POINT (4.2980527 52.0859624),'s-Gravenhage,,7E,2517AB,Laan van Meerdervoort,,indonesian,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2730250185,restaurant,,,Dua,,,,,POINT (4.3101266 52.0888803),'s-Gravenhage,,10A,2585XJ,Mallemolen,,,BAG,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
